product_id,product_name,aisle_id,department_id,suggested_products,suggested_pro_aisle_id,suggested_prod_dept,suggested_prod_id
129,traditional chicken orzo with lemon soup,69,15,"chunky classic chicken noodle soup,noodle soup mix with chicken broth, fat free cream of chicken soup,traditional chicken tuscany soup","[69, 69, 69, 69]","[15, 15, 15, 15]","[928, 37, 621, 718]"
130,vanilla milk chocolate almond ice cream bars multi pack,37,1,"dark chocolate ice cream topping,ice cream cookies cream,french vanilla ice cream,mini double chocolate ice cream bars","[103, 37, 37, 37]","[19, 1, 1, 1]","[135, 431, 276, 997]"
131,brioche bachelor loaf,93,3,"pad thai rice noodles,organic medium yellow thai curry,wild mushroom vegetarian quarter loaf,bake break cheese garlic loaf","[66, 72, 14, 100]","[6, 13, 20, 21]","[794, 575, 731, 556]"
132,yogurt strawberry pomegranate,120,16,"strawberry cheesecake nonfat yogurt,light strawberry blueberry yogurt,organic blueberry pomegranate whole milk yogurt,strawberry pomegranate","[100, 120, 120, 3]","[21, 16, 16, 19]","[437, 9, 584, 983]"
133,purifying daily detox scrub,109,11,"kind prenatal once daily,non scratch scrub sponges,daily moisture shampoo,everyday detox dandelion tea","[47, 114, 22, 94]","[11, 17, 11, 7]","[91, 500, 498, 279]"
134,stain release boost in wash stain remover pacs,75,17,"stain odor eliminator detergent,pods spring meadow detergent stain remover brightener,triple acting laundry stain remover,laundry soil stain remover","[75, 75, 75, 75]","[17, 17, 17, 17]","[579, 724, 246, 416]"
135,dark chocolate ice cream topping,103,19,"french vanilla ice cream,dark chocolate raisins,ice cream cookies cream,mini double chocolate ice cream bars","[37, 50, 37, 37]","[1, 19, 1, 1]","[276, 435, 431, 997]"
136,simple,45,19,"chunky beef with vegetables brown rice dog food,grilled asparagus, up,simple white down east crackers","[40, 123, 77, 78]","[8, 4, 7, 19]","[377, 857, 530, 954]"
137,very vanilla soymilk,91,16,"vanilla almond protein bar,vanilla cream soda,coconut drink vanilla,vanilla sugar cookies","[3, 77, 91, 61]","[19, 7, 16, 19]","[406, 230, 670, 576]"
138,olli napoli salami,96,20,"chocolate brownie flavor protein bar,premium deli hard salami,sliced kosher salami,uncured hard salami","[3, 96, 96, 96]","[19, 20, 20, 20]","[387, 757, 374, 611]"
139,zita cut no ,131,9,"cut russet potatoes steam n mash,quick cooking steel cut oats,thick cut italian herb blend crispbreads,fresh cut specialties cut golden wax beans","[116, 130, 78, 81]","[1, 14, 19, 15]","[8, 697, 841, 799]"
140,chips onion chipotle garlic,107,19,"rice bean snack chips with adzuki beans chipotle cheese,garlic parmesan pita bread chips,steakhouse onion burger with garlic seasoning,chipotle roasted garlic seasoning","[107, 107, 5, 104]","[19, 19, 13, 13]","[543, 166, 171, 922]"
141,restaurant style organic chia quinoa tortilla chips,107,19,"tapatio salsa picante hot sauce tortilla chips,organic blue corn sea salt tortilla chips,simply beyond black bean tortilla chips,nacho grain free tortilla chips","[107, 107, 107, 100]","[19, 19, 19, 21]","[213, 212, 180, 768]"
142,arugula salad,123,4,"fruit salad gummi candy,greener selection salad,just fruit salad,italian pasta salad","[45, 123, 50, 1]","[19, 4, 19, 20]","[776, 364, 870, 209]"
143,organic lemons,24,4,"organic red wine olive oil dressing organic,organic clementines,organic mozzarella,organic roasted garlic vinaigrette dressing organic","[89, 123, 21, 89]","[13, 4, 16, 13]","[65, 43, 617, 962]"
144,coarse grind garlic powder parsley blend,104,13,"garlic naan,mache blend,dried parsley flakes,arrowroot powder","[128, 123, 104, 6]","[3, 4, 13, 2]","[981, 389, 884, 506]"
145,traditional water crackers,78,19,"pompelmo water,traditional tartar sauce,traditional red miso,water crackers original all natural","[100, 100, 66, 78]","[21, 21, 6, 19]","[491, 562, 854, 363]"
146,anti diarrheal caplets,70,11,"phoenix anti perspirant deodorant stick twin pack,advanced care skin renew anti perspirant deodorant,revive anti perspirant deodorant,magnesium citrate caplets","[80, 80, 80, 47]","[11, 11, 11, 11]","[393, 801, 316, 943]"
147,organic ranch veggie dip,67,20,"organic mango mania zfruit and veggie rope,yogurt fruit dip sliced apples,spicy jalapeno ranch popcorn,tzatziki greek yogurt dip","[3, 123, 23, 67]","[19, 4, 19, 20]","[869, 89, 822, 353]"
148,nectarines,24,4,"freezer safe pint jars wide mouth,soppressata piccante,coco joe pumpkin seeds, up","[85, 96, 117, 77]","[17, 20, 19, 7]","[514, 85, 840, 530]"
149,wild blueberry all natural fruit spread,88,13,"sparkling blueberry,almond spread dark chocolate,creamline yogurt wild blueberry,garden strawberry fruit spread","[77, 88, 120, 88]","[7, 13, 16, 13]","[456, 451, 339, 652]"
150,brut rosé,134,5,"traditional no fat refried beans,rose apricot hair milk,twist n loc small round containers lids,mirabelle brut rose","[59, 22, 85, 134]","[15, 11, 17, 5]","[703, 871, 354, 52]"
151,aromatherapaes stress reducing lavender chamomile spa bath,132,11,"econet recycled bath sponge,lavender body wash,organic chamomile lemon tea, up","[109, 25, 94, 77]","[11, 11, 7, 7]","[229, 474, 97, 530]"
152, in soap for every man cucumber lemon,25,11,"tzatziki cucumber sauce,european cucumber,lemon verbena bar soap,glycerine soap pure and natural cucumber","[67, 83, 25, 25]","[20, 4, 11, 11]","[198, 45, 835, 320]"
153,fabric refresher meadows rain air freshener count oz air care,75,17,"fabric softener dryer sheet free gentle ct fabric enhancers,raisin cinnamon bagels count,unstopables downy unstopables dreams in wash scent booster fabric enhancer oz fabric enhancers,air effects gain island fresh","[75, 58, 75, 101]","[17, 1, 17, 17]","[368, 46, 797, 587]"
154,corn dogs mini honey crunchy flavor,129,1,"whole wheat mini toasts,honey mustard,cream style corn,veggie style mini corn dogs","[78, 72, 81, 42]","[19, 13, 15, 1]","[681, 254, 664, 325]"
155,artisan ciabatta,58,1,"artisan style melts quattro formaggi pizza,foldit flatbreads artisan rosemary olive oil,artisan spiced pecan turtle ice cream,artisan chick n apple sausage","[79, 128, 37, 14]","[1, 3, 1, 20]","[568, 660, 720, 74]"
156,extra spearmint sugar free gum,46,19,"gluten free sugar cones,creamy chocolate sugar free powder coffee creamer,sugar free fruit juicy red drink mix,sugar free mint patties","[103, 53, 90, 45]","[19, 16, 7, 19]","[903, 791, 842, 382]"
157,living organic cilantro,16,4,"organic clementines,organic mozzarella,organic roasted garlic vinaigrette dressing organic,local living butter lettuce","[123, 21, 89, 83]","[4, 16, 13, 4]","[43, 617, 962, 99]"
158,smoked ham oven roasted turkey sub sandwich kit,96,20,"deli thin sliced honey ham,chocolate sandwich cookies,turkey,premium deli oven roasted turkey breast","[96, 61, 96, 96]","[20, 19, 20, 20]","[359, 1, 287, 62]"
159,calcium adult gummy vitamins orange cherry strawberry,47,11,"calcium lime rust remover,strawberry pomegranate,fiber g gummy dietary supplement,cherry pie","[114, 3, 70, 8]","[17, 19, 11, 3]","[816, 983, 462, 874]"
160, recycled aluminum foil,97,13,"lash discovery waterproof mascara very black,chapatti chicken tikki masala wrap,triple chocolate ripple,econet recycled bath sponge","[132, 38, 37, 109]","[11, 1, 1, 11]","[931, 989, 267, 229]"
161,hacho miso aged fermented soybeans,66,6," up,naturally aged cheddar cheese block hot habanero,aged gouda cheese,traditional red miso","[77, 21, 2, 66]","[7, 16, 16, 6]","[530, 477, 982, 854]"
162,organic mini homestyle waffles,52,1,"all natural homestyle california lemon limeade, pure beef homestyle patties,waffles red berry,belgian waffles","[31, 34, 121, 52]","[7, 1, 14, 1]","[778, 402, 252, 536]"
163,dressing bleu cheese,89,13,"red jalapeno caesar dressing,creamy italian dressing marinade, natural string cheese mozzarella cheese,cheese creations four cheese cheese sauce","[89, 89, 21, 9]","[13, 13, 16, 9]","[423, 315, 505, 341]"
164,peanut butter cacao quinoa clusters,3,19,"peanut butter chocolate chip bar,multigrain peanut butter cereal,peanut butter bars,peanut butter cereal","[3, 121, 3, 121]","[19, 14, 19, 14]","[883, 637, 985, 34]"
165,wild chanterelle mushroom ravioli,12,9,"organic porcini mushroom risotto,mac cheezy ravioli for kids,wild mushroom vegetarian quarter loaf,three cheese ravioli","[4, 38, 14, 12]","[9, 1, 20, 9]","[685, 610, 731, 642]"
166,garlic parmesan pita bread chips,107,19,"shaved parmesan cheese,chips onion chipotle garlic,cheesy creations roasted garlic parmesan sauce, whole wheat pita bread","[21, 107, 9, 128]","[16, 19, 9, 3]","[226, 140, 60, 83]"
167,sparkling blush grape juice,77,7,"sparkling orange juice prickly pear beverage,sparkling blueberry,apple sparkling juice beverage,sunset blush","[115, 77, 98, 6]","[7, 7, 7, 2]","[10, 456, 618, 676]"
168,halves pieces walnuts,17,13," nd foods bananas, up,fudge brownies with english walnuts,mushroom stems pieces in water","[92, 77, 61, 81]","[18, 7, 19, 15]","[426, 530, 622, 912]"
169,extra sharp cheddar cheese,21,16,"naturally aged cheddar cheese block hot habanero,cheddar cheese curds,skim milk sharp cheddar cheese singles,sharp cheddar","[21, 21, 21, 21]","[16, 16, 16, 16]","[477, 641, 755, 121]"
170,single herbs ginkgo leaf dietary supplement,47,11,"single classic canned meat,norwegian salmon oil omega s epa dha dietary supplement soft gels mg,vitamin c mg tropical drink mix dietary supplement,fiber g gummy dietary supplement","[59, 47, 47, 70]","[15, 11, 11, 11]","[834, 620, 366, 462]"
171,steakhouse onion burger with garlic seasoning,5,13,"salt free seasoning,onion herb salt free seasoning blend,chips onion chipotle garlic,chipotle roasted garlic seasoning","[104, 104, 107, 104]","[13, 13, 19, 13]","[463, 908, 140, 922]"
172,gluten free all natural chocolate chip cookies,61,19,"coconut chocolate chip energy bar,peanut butter chocolate chip bar,banana chocolate chip,cookie chips crunchy dark chocolate chocolate chip cookies","[3, 3, 52, 61]","[19, 19, 1, 19]","[77, 883, 602, 559]"
173,habanero lime shrimp flavor ramen noodle soup,4,9,"ramen noodles soup chicken mushroom flavor,hot spicy chicken flavor ramen noodles,chunky classic chicken noodle soup,noodle soup mix with chicken broth","[69, 4, 69, 69]","[15, 9, 15, 15]","[61, 126, 928, 37]"
174,vanishing acne treatment cream,73,11,"acne dote clean n treat towellettes,whipping cream,good clean gentle acne wash,ice cream cookies cream","[109, 53, 109, 37]","[11, 16, 11, 1]","[680, 469, 525, 431]"
175,t bone steak,122,12," up,chicago steak chop cracked pepper garlic blend,gourmet dog treats bone,skirt steak","[77, 104, 40, 122]","[7, 13, 8, 12]","[530, 860, 302, 692]"
176,original turkey,96,20,"original puffcorn,candy original,turkey chili,turkey","[107, 45, 1, 96]","[19, 19, 20, 20]","[631, 303, 554, 287]"
177,citrus terere yerba mate,94,7,"classic coke,dual action beta immune and anti oxidant effervescent citrus,cold cough formula effervescent tablets citrus,daily tangerine citrus flavored beverage","[77, 11, 11, 64]","[7, 11, 11, 7]","[649, 413, 914, 39]"
178,vegan santa fe style flour tortilla rolled tacos,42,1," whole wheat flour burrito tortillas,fajita flour tortillas,restaurant style organic chia quinoa tortilla chips,the santa cruz burrito","[128, 128, 107, 38]","[3, 3, 19, 1]","[737, 705, 141, 669]"
179,penne rigate with spinach,131,9,"organic spinach quinoa powermeal bowl,spinach basil garlic linguini,spinach feta pierogi,spinach pesto","[123, 12, 38, 9]","[4, 9, 1, 9]","[793, 76, 202, 813]"
180,simply beyond black bean tortilla chips,107,19,"tapatio salsa picante hot sauce tortilla chips,restaurant style organic chia quinoa tortilla chips,organic blue corn sea salt tortilla chips,nacho grain free tortilla chips","[107, 107, 107, 100]","[19, 19, 19, 21]","[213, 141, 212, 768]"
181,country style baked beans,59,15,"country fresh old fashioned horseradish,refried beans vegetarian,perfectly thymed pita crisps baked,garbanzo beans","[88, 30, 107, 59]","[13, 6, 19, 15]","[923, 766, 247, 790]"
182,acti fresh body shape long unscented to go panty liners,126,11,"ultra thin super long with wings pads,rice extra long grain enriched,fresh oj,lavender body wash","[126, 63, 98, 25]","[11, 9, 7, 11]","[654, 612, 628, 474]"
183,cookie dough performance energy,3,19,"brooklyn pizza dough,cookie sheets, performance cat litter,toll house ultimate chocolate peanut butter deluxe cookie dough","[79, 10, 41, 105]","[1, 17, 8, 13]","[322, 604, 54, 950]"
184,kisses milk chocolate candy,45,19,"candy original,dark chocolate peanut candy,vanilla milk chocolate almond ice cream bars multi pack,milk chocolate toffee bits","[45, 45, 37, 17]","[19, 19, 1, 13]","[303, 901, 130, 753]"
185,chicken nugget meal,38,1,"chicken base,for chicken marinade,flaxseed meal whole ground,complete health deboned chicken chicken meal and rice cat food","[69, 5, 17, 41]","[15, 13, 13, 8]","[673, 807, 952, 342]"
186,fresh scent dishwasher detergent with dawn,74,17,"sweeper open window fresh scent wet mopping cloths refill,powerball quantum max shine protect automatic dishwasher detergent,fresh scent dishwasher cleaner,with dawn action pacs fresh scent dishwasher detergent pacs","[114, 74, 74, 74]","[17, 17, 17, 17]","[717, 378, 14, 541]"
187,wild sardines in marinara sauce,95,15,"wild rice blend,three cheese ziti marinara with meatballs,sardines in water salt added,organic spicy heirloom marinara sauce","[68, 38, 33, 9]","[10, 1, 6, 9]","[503, 30, 425, 284]"
188,mild el nino salsa,67,20,"hot tomatillo salsa,salsa roja,tomatillo salsa,mild salsa divino","[51, 51, 51, 51]","[13, 13, 13, 13]","[112, 589, 546, 107]"
189,healthfull nuts seeds bread,112,3," whole wheat pita bread,coco joe pumpkin seeds,oatnut bread,sunflower bread","[128, 117, 112, 112]","[3, 19, 3, 3]","[83, 840, 889, 346]"
190,classic culinary low sodium vegetable broth,69,15,"noodle soup mix with chicken broth,classic coke,unsalted beef broth,low sodium turkey","[69, 77, 69, 49]","[15, 7, 15, 12]","[37, 649, 963, 231]"
191,medium spicy butter chicken simmer sauce,9,9,"caramel sauce,hot spicy chicken flavor ramen noodles,organic spicy heirloom marinara sauce,spicy tomato basil pasta sauce","[103, 4, 9, 9]","[19, 9, 9, 9]","[275, 126, 284, 640]"
192,israeli style gefilte fish,33,6,"organic spaghetti style pasta,cream style corn,couscous israeli garlic jalapeno,fish oil with vitamin d mg","[131, 81, 63, 47]","[9, 15, 9, 11]","[33, 664, 492, 905]"
193,fruitwater strawberry kiwi sparkling water,98,7,"sparkling raspberry lemonade water beverage,sparkling blueberry,sparkling lemon seltzer water,kiwi strawberry sparkling water","[115, 77, 115, 115]","[7, 7, 7, 7]","[334, 456, 608, 223]"
194,lamb rib chops,122,12,"international cafe french vanilla mix,polska kielbasa,won ton wrappers,lamb shank","[26, 106, 66, 7]","[7, 12, 6, 12]","[420, 844, 638, 84]"
195,grade a pasteurized milkfat lowfat cottage cheese with pineapple,108,16," natural string cheese mozzarella cheese,cheese creations four cheese cheese sauce,crushed pineapple in juice,organic pasteurized apple juice","[21, 9, 99, 98]","[16, 9, 15, 7]","[505, 341, 986, 792]"
196,soda,77,7,"key lime moisture shave,juniper berry soda,key lime soda,vanilla cream soda","[55, 77, 77, 77]","[11, 7, 7, 7]","[957, 371, 257, 230]"
197,cold brew coffee tahitian vanilla,26,7," oz cold cups, columbian coffee,coffee liqueur,vanilla with almond milk iced coffee","[111, 26, 124, 26]","[17, 7, 5, 7]","[415, 762, 522, 69]"
198,tzatziki cucumber sauce,67,20,"caramel sauce, in soap for every man cucumber lemon,tzatziki greek yogurt dip,european cucumber","[103, 25, 67, 83]","[19, 11, 20, 4]","[275, 152, 353, 45]"
199,herb thyme clamshell,16,4,"pretzel thins parmesan herb crackers,thick cut italian herb blend crispbreads,garlic herb fresh goat cheese,crossovers olive thyme almond","[78, 78, 21, 100]","[19, 19, 16, 21]","[585, 841, 421, 440]"
200,radiant pantiliners regular wrapped unscented,126,11,"super plus cardboard applicator unscented tampons,cavity protection regular flavor toothpaste,ultimate absorbency regular length,unscented regular sleek tampons","[126, 20, 126, 126]","[11, 11, 11, 11]","[411, 976, 789, 708]"
201,sloppy joe,38,1,"premium deli oven roasted turkey breast, up,coco joe pumpkin seeds,sloppy joe sauce","[96, 77, 117, 51]","[20, 7, 19, 13]","[62, 530, 840, 454]"
202,spinach feta pierogi,38,1,"organic spinach quinoa powermeal bowl,spinach basil garlic linguini,penne rigate with spinach,spinach pesto","[123, 12, 131, 9]","[4, 9, 9, 9]","[793, 76, 179, 813]"
203,rescue remedy spray,11,11,"disinfectant spray crisp linen scent,clean day countertop spray,original no stick cooking spray,rescue remedy","[114, 114, 19, 6]","[17, 17, 13, 2]","[938, 751, 826, 535]"
204,free clear natural laundry detergent for sensitive skin,75,17,"he turbo powder original laundry detergent, roses floral toner for sensitive skin,natural liquid laundry detergent blue eucalyptus and lavender, in laundry detergent","[75, 109, 75, 75]","[17, 11, 17, 17]","[727, 547, 605, 924]"
